Square_Feet,Price
4300,693096.0741825583
3130,477692.69113996456
4067,613871.3595618102
4633,674511.3613425713
1691,339508.65805180743
3180,464322.3241810669
4465,587713.0037571387
2055,255126.15888540488
3560,471358.1218850259
1578,233707.48075664265
4310,630120.9305883778
2617,394103.4315899633
4337,554438.7785159821
4505,676840.1089344664
674,187377.31509091554
2764,438974.6587648322
3621,592851.6034446522
604,71035.94513122852
2392,388173.40616347466
3002,515661.8085394908
3064,377125.30052664125
4462,526947.81519653
3231,534605.9916368051
1431,117508.00693057771
4774,718100.6949369557
572,133823.43824227076
911,105764.0524483326
1053,141087.75466536666
2455,410683.41583847365
1548,163290.65704365534
2655,494852.4027381605
2924,460042.12905533874
2957,508565.9511457483
1249,163689.053540889
647,147047.60163312164
2198,347084.0025826039
4397,626012.4999188925
1304,165269.65102473806
1404,287653.2151891112
4839,790381.7173949943
2523,444673.4030370015
4527,636227.7991600456
4485,652663.610955198
1422,175356.23531874586
2733,411744.00379206886
1192,211184.1988943942
1887,238997.86506078686
1814,243137.48690987166
3971,719287.7537701998
1259,81794.42229976771
583,131193.26128481425
2686,434234.05568342604
3889,541375.4125583711
2572,468420.5919911214
3167,563329.6167739012
3360,538920.791936298
2926,501323.9764160325
3631,518863.4153758206
1162,163660.18100648758
2890,354168.1506782334
1759,184849.86347415665
3412,533812.4473874033
4131,661165.8540978375
3405,482306.29441392585
653,197483.27870732395
4772,640171.471339927
4041,575511.5953115434
3238,462538.4608288975
3038,382887.05674652394
4457,598895.2729279436
2355,388889.1104376134
809,71322.7908010952
4941,745703.7469879029
3882,592112.1241348791
4642,712479.233724214
1306,165093.93567484338
3264,560199.0906524147
4722,700969.9107026679
1274,200823.55366212677
3094,351122.68890052655
2620,371980.23862413364
3559,547186.279676576
2597,442284.55021818785
2570,363896.9881080737
1471,269520.1928244814
3502,585267.8686326303
3674,515637.0485907626
4766,676926.35314999
2366,309310.8802412537
2021,344529.39160925196
1174,217906.43231056855
3322,477748.30939760373
3082,436174.40067510906
1410,131049.90473269933
1486,265247.4590579666
3600,532752.8398346769
3051,488369.434636985
878,130694.41034002883
2647,340263.8133129764
4679,690817.6415360115
1310,88591.82936053738
2485,332603.32217748184
2631,422167.486434296
948,48104.31278861419
4753,713046.7018176503
2683,386917.07095442497
942,140388.355063394
3915,649689.766326567
1408,260904.3107231477
4148,630259.3093678674
786,63628.844859604535
802,156860.32379576223
4295,700470.2463549157
4910,660018.3018100563
1340,221518.7564620333
3924,562404.0918120784
3118,474825.4362398749
2247,426798.22102591116
1351,180113.94253129762
2218,374547.0464389284
1091,123442.07543174266
1640,273930.64810159925
4522,728561.553654322
1261,130704.87790204745
3698,566651.9335744459
2098,339628.191272325
3152,518629.9875700817
1743,264455.0996987423
2905,434877.4794258855
654,204161.98111015663
2735,462175.49734849244
3673,468109.74906459753
4324,655941.8988767001
3130,520738.54054901
1676,318118.7230756669
3027,399885.9786755528
4866,749826.7211481723
1265,185889.88983725102
3875,625169.714660339
3215,479483.68295872444
1892,279756.5494511695
3634,474041.163080499
2250,346499.10430115147
2862,399803.70810440707
4129,561980.1924963025
2936,414780.2129451974
1838,259554.54123225706
4370,722959.4557823916
2254,296207.6647213355
3832,634075.7847170052
2083,323715.63539253955
1576,266586.1645395835
1721,261733.2813757709
4301,624382.6445486799
935,131657.75558619382
2881,335956.21910946275
4949,747118.9368274803
1501,225757.25926279696
4383,575345.9690288758
2084,359899.12504156615
4551,618818.2153519186
4772,702537.4005171352
4158,645374.8458828215
2756,474935.96621579176
1368,226974.39632533106
3776,575985.269652742
4697,687857.5287660208
717,172046.34696464732
2338,307868.4564168353
1720,222343.1183581859
4609,682141.7298512923
3952,544436.1937845375
4222,657737.5317745579
3922,562278.7482875739
4579,719331.5956917842
523,78698.54712404369
2370,336560.48427822074
1402,170170.28708159662
2094,284881.27720443055
2623,341925.7528665575
4095,540241.4188023562
1648,185042.38108760875
1641,229984.10800795848
1896,335693.8413161917
2992,407525.09248966526
2067,338099.15301565966
1201,241331.84635651798
4414,724003.3755917285
2043,315254.29209869285
1976,297932.61294950603
1087,173471.1894103298
4553,727025.4117214683
3852,538690.0874509382
3261,507922.62968747143
1960,216376.7541254936
1808,311566.98765656026
646,140070.98801326568
1145,185769.86356505714
2223,324011.9859391689
771,116062.49542369609
3929,613713.5946010614
3823,607457.3882982598
2668,349071.1825461928
4729,710506.160109322
1505,208067.47120532233
1442,210620.97999841857
1257,140213.37717898536
4909,666688.7016889871
1494,188307.46051340143
4175,641702.3200939179
1427,235977.99884950538
3013,447413.0993478963
1895,160068.31351231603
3729,476531.62627587223
4568,678292.5472078756
951,172518.31675776816
4779,690046.4075037058
3308,478214.2751524429
1158,162278.41283167055
4967,820545.1607851813
661,151759.8670187938
2841,330963.1046203275
3100,495891.52673774346
2137,360850.0801536865
1816,254133.29332843373
3705,496484.9428338743
3565,632983.234041146
2558,372634.20250916557
2470,300813.0310541816
3540,579743.8383220972
4654,749588.2388196938
2584,366195.2584969952
1120,159695.89453574826
4453,639763.9125158314
4664,679073.6831487853
2052,256853.68798263549
4560,733617.528285204
836,120154.65053960058
4935,732363.1258501938
3432,519554.008408718
628,88459.86009615027
764,74430.1272577522
588,73461.3943299545
3251,467110.74802107614
3217,547131.7119052758
2844,490543.1828240765
3596,522560.530960011
2468,387261.51738312753
789,77156.65011593912
2699,448054.8590665755
616,89414.95384109148
2279,334282.3870064545
2229,354399.64195398975
1257,194044.42947127286
971,141203.02489901226
4544,631522.5389112488
2916,421798.02711428667
2297,356850.8698787425
2948,525366.9678540354
2882,460179.62021607155
1713,243367.11599780503
4433,707224.6797444391
3293,458684.5176370314
1406,190727.75271736275
1531,222676.33683720653
2826,446391.99998969765
975,45460.267681677666
3721,517558.6299591483
4989,863030.5368079728
3247,451635.44503889274
4182,658072.6252759199
1083,157569.18185394356
3370,446332.8371356567
4262,733437.2336963938
1885,219994.01508649986
963,195761.2888893643
3912,617857.3816737719
4094,614567.7342391211
2861,451544.1235985204
1393,208507.7756676704
4982,803161.6637296266
948,75463.63731785165
873,52201.84523751003
2090,235971.45808500113
4823,681403.616628357
2293,324120.06639030925
2742,366973.1742339944
3870,484065.5371763658
1031,109234.80050039003
3887,588425.6297707818
4076,597556.9861951128
1457,191298.7477240068
1127,203963.4600580201
3200,539744.5065152062
3949,569693.017813499
2690,432744.6786952748
3666,494642.54061278584
2692,395003.86993099557
3544,510099.925852893
888,107168.81267915168
1987,346421.6123921571
1780,331402.3401158978
612,70212.86406272001
1552,188725.9243495554
4348,726837.2874354233
2716,451443.7704865228
4344,644058.2204507288
4579,663840.7739702382
1958,337913.44462202076
2848,364047.2088441789
4577,657298.6788991274
4287,680461.3001945447
692,53720.45617899664
3936,568481.6413765848
1639,282932.5817331216
4845,817633.3327699635
2962,444027.93900420977
889,134716.13480458307
658,74680.83758672912
1700,235244.28972509308
3694,677720.7683881345
1465,224948.2000546281
1943,346111.0477256116
2268,399175.6828325621
777,84977.36891260602
1004,70028.62391459425
4500,671678.6096093034
969,159543.1633875556
729,79630.32807249381
3183,558727.8007739614
2224,360914.79218720045
2510,453258.2360121622
2909,477577.5914049751
1434,301495.91954960546
4628,644723.1067340638
3520,569364.4354335534
3335,501866.3906139059
1262,293852.43692933116
2304,294351.8444709869
2215,280494.58538809716
3063,471807.4336664404
4565,669160.9514727931
2117,265206.8598291006
1889,287844.8704846883
550,107108.95020969666
3287,510834.2883691478
2018,266903.5591354139
696,129033.46364860125
681,78439.48391598715
1578,342899.9360069713
4629,744843.2347129892
1760,210848.33026371378
4555,668576.5776661681
680,93773.89601160077
1416,224013.88285988587
2177,279311.70739120815
4628,771760.8923784316
568,110210.34275600448
2361,302841.8591940245
901,92506.21948340684
754,145350.66961237794
3137,531232.9810493684
1064,148228.0690556941
855,154276.86008891003
1150,152488.51325755214
3036,432245.0567236374
690,100757.4797987064
4360,620949.087975895
2273,250196.49392111963
1263,127902.32155048862
3420,507599.4374267486
2468,461888.25010111893
4952,768263.0422450112
1439,151040.59929105476
885,133231.0309747604
